gameId,gameDate,personId,teamTricode,priorGames,finishing,shooting,playmaking,defense,rebounding,physical
22500871,2026-03-01,1630245,MIN,102,64.21432226310276,70.77780238489866,79.92105069441038,26.271777003484317,16.411149825783973,57.2
22500890,2026-03-03,1630245,MIN,103,64.81132075471699,72.70855033566826,80.8681397517756,26.52830188679245,15.433962264150944,57.2
22500903,2026-03-05,1630245,MIN,104,65.64084378977995,74.29564053249618,80.79264490095377,28.638297872340424,15.97872340425532,57.2
22500915,2026-03-07,1630245,MIN,105,69.33564206671444,70.71997774201554,82.49369066218003,28.742138364779876,15.09433962264151,57.2
22500946,2026-03-10,1630245,MIN,106,64.53064508323655,72.02472096023332,81.48665935672516,28.57638888888889,14.947916666666666,57.2
22500966,2026-03-13,1630245,MIN,107,65.93750000000001,70.82886860774461,80.31086631814789,27.499999999999996,14.85576923076923,57.2
22500976,2026-03-15,1630245,MIN,108,64.24157303370787,71.99833579169415,80.68796419729576,26.06741573033708,17.52808988764045,57.2
22500996,2026-03-17,1630245,MIN,109,64.85576923076923,70.1140712945591,79.1195187662579,27.21153846153846,16.706730769230766,57.2
22501004,2026-03-18,1630245,MIN,110,64.8305461003404,72.12076500601182,79.38958337237851,29.399141630901287,16.07296137339056,57.2
22501020,2026-03-20,1630245,MIN,111,65.25157232704403,72.86266455811555,78.18764429583632,26.666666666666668,19.937106918238996,57.2
22501035,2026-03-22,1630245,MIN,112,63.27205882352941,73.17194380355404,77.5241439859526,31.764705882352942,20.698529411764703,57.2
22501095,2026-03-30,1630245,MIN,113,65.89510864705356,74.80932761643672,78.75808950870477,29.71698113207547,21.25,57.2
22501115,2026-04-02,1630245,MIN,114,64.24242424242424,69.85016835016836,80.84792368125702,26.484848484848484,21.39393939393939,57.2
22501121,2026-04-03,1630245,MIN,115,67.15872160876202,74.7610529150779,81.36279676210138,33.9662447257384,25.379746835443036,57.2
22501137,2026-04-05,1630245,MIN,116,65.14325867807702,72.10814609558028,81.76892415665081,35.674740484429066,22.35294117647059,57.2
22501152,2026-04-07,1630245,MIN,117,65.02573444367337,71.41558686411628,82.23440803382664,35.340909090909086,23.655303030303028,57.2
22501178,2026-04-10,1630245,MIN,118,65.98241662573518,72.7663387941169,81.0434462915601,34.125,23.5875,57.2
22501195,2026-04-12,1630245,MIN,119,66.21550501745202,72.37630582710369,81.15885416666666,32.864583333333336,23.216145833333332,57.2
22400064,2024-10-23,1630249,ATL,0,,,,,,75.0
